GO.ID	Term	Annotated	Significant	Expected	p_val	FDR	status_name	DAG_level	study	comparison	genelist	comb
GO:0015986	ATP synthesis coupled proton transport	67	20	9.7	0.000947625415975401	0.0218468393411523	significant	13	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:1902358	sulfate transmembrane transport	20	9	2.9	0.0010202741912149	0.023415752271351	significant	9	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0000272	polysaccharide catabolic process	77	22	11.15	0.0010368677504838	0.0236898708014123	significant	6	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009610	response to symbiotic fungus	24	10	3.48	0.00111627247413251	0.0251655232553325	significant	7	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009970	cellular response to sulfate starvation	45	15	6.52	0.00116222721188961	0.0259717001955156	significant	8	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009069	serine family amino acid metabolic proce...	98	26	14.19	0.00128840932299415	0.028541067394153	significant	9	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0042737	drug catabolic process	200	45	28.96	0.00149866492678173	0.0323546517031904	significant	5	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0044085	cellular component biogenesis	1740	295	251.96	0.00159200706798464	0.0340676705556879	significant	4	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0071492	cellular response to UV-A	29	11	4.2	0.00159807129790175	0.0340676705556879	significant	9	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0006415	translational termination	38	13	5.5	0.00186609229623648	0.0394512043540452	significant	9	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009834	plant-type secondary cell wall biogenesi...	71	20	10.28	0.00207144991382792	0.0432542512743986	significant	7	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0001887	selenium compound metabolic process	11	6	1.59	0.00219962179517705	0.0455572075058011	significant	4	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0006265	DNA topological change	22	9	3.19	0.00229985313727952	0.0474402904228306	significant	8	SRP072216	LEAVES_D-LEAVES_TABA	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0016310	phosphorylation	4394	100	53.05	2.2310339118211e-10	1.17285452744435e-06	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006796	phosphate-containing compound metabolic ...	5917	120	71.44	2.61818280621181e-09	6.88189350612774e-06	significant	5	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006468	protein phosphorylation	3704	84	44.72	1.07315156888435e-08	1.41038944940626e-05	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0061087	positive regulation of histone H3-K27 me...	19	6	0.23	7.11093775797162e-08	7.11838561346342e-05	significant	14	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006464	cellular protein modification process	6088	117	73.51	9.47854276093664e-08	7.11838561346342e-05	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0036211	protein modification process	6088	117	73.51	9.47854276093664e-08	7.11838561346342e-05	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019566	arabinose metabolic process	34	7	0.41	1.44757277923305e-07	9.51236262553516e-05	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006672	ceramide metabolic process	39	7	0.47	3.92892736209199e-07	0.000229480147740931	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0061085	regulation of histone H3-K27 methylation	25	6	0.3	4.36523012632549e-07	0.000229480147740931	significant	13	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0051571	positive regulation of histone H3-K4 met...	15	5	0.18	6.81705840021443e-07	0.000325793418272066	significant	14	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019321	pentose metabolic process	56	7	0.68	4.96504030285972e-06	0.00177664822129178	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0031062	positive regulation of histone methylati...	37	6	0.45	5.06937860364785e-06	0.00177664822129178	significant	12	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006415	translational termination	40	6	0.48	8.11776358100991e-06	0.00237083795252051	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0031058	positive regulation of histone modificat...	40	6	0.48	8.11776358100991e-06	0.00237083795252051	significant	11	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0048575	short-day photoperiodism, flowering	25	5	0.3	1.09177349309597e-05	0.00302076487010816	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:1905269	positive regulation of chromatin organiz...	43	6	0.52	1.25051909198947e-05	0.00328698943329433	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0015868	purine ribonucleotide transport	44	6	0.53	1.4332967676389e-05	0.00342492777612622	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0051503	adenine nucleotide transport	44	6	0.53	1.4332967676389e-05	0.00342492777612622	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006665	sphingolipid metabolic process	101	8	1.22	3.21433799381132e-05	0.00675910993338644	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006007	glucose catabolic process	6	3	0.07	3.40317661861417e-05	0.00688096134002104	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0015865	purine nucleotide transport	52	6	0.63	3.81051144076e-05	0.00741920690521309	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0046373	L-arabinose metabolic process	17	4	0.21	4.40466204933264e-05	0.00826975299762204	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0010555	response to mannitol	55	6	0.66	5.26306463295099e-05	0.00954066578462874	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0045493	xylan catabolic process	20	4	0.24	8.71297598923369e-05	0.0146652081805504	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:1902289	negative regulation of defense response ...	8	3	0.1	9.35860704442963e-05	0.0146652081805504	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0046514	ceramide catabolic process	21	4	0.25	0.000106607039611757	0.016012377349686	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019433	triglyceride catabolic process	9	3	0.11	0.000139120231364627	0.0203154182301068	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0010048	vernalization response	43	5	0.52	0.000165460350933125	0.0228901332856694	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0009415	response to water	1531	35	18.49	0.000259922629244552	0.0317770526032235	significant	5	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0015866	ADP transport	28	4	0.34	0.000341141908522671	0.0381570853851847	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019477	L-lysine catabolic process	3	2	0.04	0.000432874594642808	0.0421411434080971	significant	12	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0043048	dolichyl monophosphate biosynthetic proc...	3	2	0.04	0.000432874594642808	0.0421411434080971	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:1900064	positive regulation of peroxisome organi...	3	2	0.04	0.000432874594642808	0.0421411434080971	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0044242	cellular lipid catabolic process	189	9	2.28	0.000520015089436069	0.0494457373356877	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0010876	lipid localization	273	11	3.3	0.000536124601128818	0.0494457373356877	significant	4	SRP098756	CROWN_D-CROWN_C	topGO_UP_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006085	acetyl-CoA biosynthetic process	51	9	0.64	1.33195185139864e-08	2.33402362760088e-05	significant	13	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0035384	thioester biosynthetic process	51	9	0.64	1.33195185139864e-08	2.33402362760088e-05	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0071616	acyl-CoA biosynthetic process	51	9	0.64	1.33195185139864e-08	2.33402362760088e-05	significant	12	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006970	response to osmotic stress	2098	56	26.26	8.55280469125203e-08	0.00011240523565478	significant	4	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006086	acetyl-CoA biosynthetic process from pyr...	33	7	0.41	1.48317170869379e-07	0.000155940673452065	significant	14	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0005975	carbohydrate metabolic process	2227	57	27.88	2.5851394528532e-07	0.000193809094013422	significant	4	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0055086	nucleobase-containing small molecule met...	832	30	10.42	2.94934896729575e-07	0.000193809094013422	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0009651	response to salt stress	1876	50	23.48	4.69554457087639e-07	0.000222474417255222	significant	5	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006637	acyl-CoA metabolic process	78	9	0.98	5.92475145819498e-07	0.000222474417255222	significant	11	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0033866	nucleoside bisphosphate biosynthetic pro...	78	9	0.98	5.92475145819498e-07	0.000222474417255222	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0034030	ribonucleoside bisphosphate biosynthetic...	78	9	0.98	5.92475145819498e-07	0.000222474417255222	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0034033	purine nucleoside bisphosphate biosynthe...	78	9	0.98	5.92475145819498e-07	0.000222474417255222	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0009152	purine ribonucleotide biosynthetic proce...	224	14	2.8	1.06110257515642e-06	0.000371881082506486	significant	11	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0072521	purine-containing compound metabolic pro...	533	22	6.67	1.33395605844579e-06	0.000438287937453095	significant	5	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0015879	carnitine transport	3	3	0.04	1.94888971168216e-06	0.000512265660715655	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0031222	arabinan catabolic process	3	3	0.04	1.94888971168216e-06	0.000512265660715655	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:1902603	carnitine transmembrane transport	3	3	0.04	1.94888971168216e-06	0.000512265660715655	significant	11	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0009150	purine ribonucleotide metabolic process	436	19	5.46	3.22286268840112e-06	0.000806789959663081	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0009260	ribonucleotide biosynthetic process	258	14	3.23	5.52390470280151e-06	0.0011615666809051	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0046390	ribose phosphate biosynthetic process	258	14	3.23	5.52390470280151e-06	0.0011615666809051	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006163	purine nucleotide metabolic process	461	19	5.77	7.14411271104819e-06	0.00144448463546078	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019953	sexual reproduction	423	18	5.3	8.06121433472038e-06	0.00156954828731945	significant	5	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0046686	response to cadmium ion	1191	34	14.91	8.67386455440633e-06	0.00162851807008979	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019693	ribose phosphate metabolic process	473	19	5.92	1.02508283319405e-05	0.0017962868180337	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0033865	nucleoside bisphosphate metabolic proces...	114	9	1.43	1.41660677031828e-05	0.00219032405634212	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0044703	multi-organism reproductive process	446	18	5.58	1.64024869237351e-05	0.00246365353594502	significant	4	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0055114	oxidation-reduction process	4389	85	54.94	2.7691319033092e-05	0.00404370178213791	significant	3	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0043182	vacuolar sequestering of sodium ion	6	3	0.08	3.78979327435566e-05	0.00524287980086518	significant	11	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0017144	drug metabolic process	1315	34	16.46	6.33821638944611e-05	0.00827271157326161	significant	4	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006000	fructose metabolic process	18	4	0.23	6.45199114521069e-05	0.00827271157326161	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0030036	actin cytoskeleton organization	212	11	2.65	8.26804801724649e-05	0.00987843827878745	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0006120	mitochondrial electron transport, NADH t...	8	3	0.1	0.000104148132351318	0.0116490793993804	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0015839	cadaverine transport	8	3	0.1	0.000104148132351318	0.0116490793993804	significant	8	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0010623	programmed cell death involved in cell d...	10	3	0.13	0.000219044641224949	0.0225787780180306	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0009225	nucleotide-sugar metabolic process	71	6	0.89	0.000268209352606928	0.0271149339741273	significant	7	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0071554	cell wall organization or biogenesis	923	25	11.55	0.000298632253090547	0.0290724028610556	significant	3	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0044262	cellular carbohydrate metabolic process	993	26	12.43	0.000379886263964312	0.0345349443212031	significant	5	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019264	glycine biosynthetic process from serine	12	3	0.15	0.000394159531914055	0.0345349443212031	significant	12	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0035674	tricarboxylic acid transmembrane transpo...	12	3	0.15	0.000394159531914055	0.0345349443212031	significant	10	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0035999	tetrahydrofolate interconversion	12	3	0.15	0.000394159531914055	0.0345349443212031	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0042744	hydrogen peroxide catabolic process	389	14	4.87	0.00044845986663456	0.0386484183425882	significant	6	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0019305	dTDP-rhamnose biosynthetic process	3	2	0.04	0.000465203012536654	0.0388186069350031	significant	9	SRP098756	CROWN_D-CROWN_C	topGO_DOWN_pval0.05.tsv	SRP098756/CROWN_D-CROWN_C
GO:0010378	temperature compensation of the circadia...	3	3	0.01	3.88331105133993e-08	0.00020414566196894	significant	5	SRP098756	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0009415	response to water	1531	19	5.23	1.11891083370658e-06	0.00294105712639776	significant	5	SRP098756	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0010098	suspensor development	20	3	0.07	4.24287494380207e-05	0.0443604604313962	significant	4	SRP098756	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0048578	positive regulation of long-day photoper...	20	3	0.07	4.24287494380207e-05	0.0443604604313962	significant	12	SRP098756	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0007623	circadian rhythm	388	8	1.32	5.90685225451347e-05	0.0443604604313962	significant	3	SRP098756	LEAVES_D-LEAVES_C	topGO_UP_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0015838	amino-acid betaine transport	3	3	0.01	3.25246436655956e-08	5.6994017250012e-05	significant	9	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0015879	carnitine transport	3	3	0.01	3.25246436655956e-08	5.6994017250012e-05	significant	10	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:1902603	carnitine transmembrane transport	3	3	0.01	3.25246436655956e-08	5.6994017250012e-05	significant	11	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0006085	acetyl-CoA biosynthetic process	51	5	0.16	6.62100429095962e-07	0.000580110325959578	significant	13	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0035384	thioester biosynthetic process	51	5	0.16	6.62100429095962e-07	0.000580110325959578	significant	6	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0071616	acyl-CoA biosynthetic process	51	5	0.16	6.62100429095962e-07	0.000580110325959578	significant	12	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0015839	cadaverine transport	8	3	0.03	1.80006147443616e-06	0.00135184616730156	significant	8	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0010623	programmed cell death involved in cell d...	10	3	0.03	3.83916017035019e-06	0.00194593675119004	significant	6	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0006086	acetyl-CoA biosynthetic process from pyr...	33	4	0.11	3.88423091599723e-06	0.00194593675119004	significant	14	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0006637	acyl-CoA metabolic process	78	5	0.25	5.55241606769083e-06	0.00194593675119004	significant	11	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0033866	nucleoside bisphosphate biosynthetic pro...	78	5	0.25	5.55241606769083e-06	0.00194593675119004	significant	9	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0034030	ribonucleoside bisphosphate biosynthetic...	78	5	0.25	5.55241606769083e-06	0.00194593675119004	significant	10	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0006000	fructose metabolic process	18	3	0.06	2.56196627383981e-05	0.00841766043848493	significant	7	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0055114	oxidation-reduction process	4389	30	14.13	4.29872969982001e-05	0.0107611533485494	significant	3	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0043182	vacuolar sequestering of sodium ion	6	2	0.02	0.000152874688223914	0.0334859264997131	significant	11	SRP098756	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP098756/LEAVES_D-LEAVES_C
GO:0009415	response to water	1531	117	43.35	1.70694272920216e-22	8.97339792741576e-19	significant	5	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0010035	response to inorganic substance	3354	193	94.96	6.76568079205278e-22	1.77835919619107e-18	significant	4	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0042221	response to chemical	7861	323	222.56	9.04349682803995e-14	9.50833256500121e-11	significant	3	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0009737	response to abscisic acid	1592	94	45.07	1.73242659764603e-11	1.5178944373042e-08	significant	6	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0097305	response to alcohol	1607	94	45.5	2.87662533311572e-11	2.16034562516991e-08	significant	5	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0010344	seed oilbody biogenesis	18	9	0.51	4.36227734327339e-10	2.48001208711275e-07	significant	10	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0009414	response to water deprivation	1468	84	41.56	9.89679343685079e-10	4.72976755432042e-07	significant	6	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0006552	leucine catabolic process	15	8	0.42	2.16716984449673e-09	9.49400989376608e-07	significant	10	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0006811	ion transport	1781	95	50.42	2.75299935915958e-09	1.11327058700784e-06	significant	5	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0030001	metal ion transport	694	49	19.65	6.31449579670968e-09	2.21302029355352e-06	significant	7	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0010038	response to metal ion	1545	83	43.74	2.15629586833859e-08	7.08477961240997e-06	significant	5	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0034220	ion transmembrane transport	1421	78	40.23	2.39252382343051e-08	7.39852808222011e-06	significant	6	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0009590	detection of gravity	9	6	0.25	3.96358086813917e-08	1.15758581243376e-05	significant	5	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
GO:0009083	branched-chain amino acid catabolic proc...	22	8	0.62	9.02669793876604e-08	2.497544792847e-05	significant	9	SRP098756	ROOTS_D-ROOTS_C	topGO_UP_pval0.05.tsv	SRP098756/ROOTS_D-ROOTS_C
